code,description_1,description_2,description_3,description_4,description_5
E9053,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Venomous animals and plants as the cause of poisoning and toxic reactions,"Sting of hornets, wasps, and bees causing poisoning and toxic reactions",
E9054,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Venomous animals and plants as the cause of poisoning and toxic reactions,Centipede and venomous millipede (tropical) bite causing poisoning and toxic reactions,
E9055,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Venomous animals and plants as the cause of poisoning and toxic reactions,Other venomous arthropods causing poisoning and toxic reactions,
E9056,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Venomous animals and plants as the cause of poisoning and toxic reactions,Venomous marine animals and plants causing poisoning and toxic reactions,
E9057,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Venomous animals and plants as the cause of poisoning and toxic reactions,Poisoning and toxic reactions caused by other plants,
E9058,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Venomous animals and plants as the cause of poisoning and toxic reactions,Poisoning and toxic reactions caused by other specified animals and plants,
E9059,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Venomous animals and plants as the cause of poisoning and toxic reactions,Poisoning and toxic reactions caused by unspecified animals and plants,
E906,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Other injury caused by animals,,
E9060,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Other injury caused by animals,Dog bite,
E9061,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Other injury caused by animals,Rat bite,
E9062,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Other injury caused by animals,Bite of nonvenomous snakes and lizards,
E9063,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Other injury caused by animals,Bite of other animal except arthropod,
E9064,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Other injury caused by animals,Bite of nonvenomous arthropod,
E9065,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Other injury caused by animals,Bite by unspecified animal,
E9068,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Other injury caused by animals,Other specified injury caused by animal,
E9069,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Other injury caused by animals,Unspecified injury caused by animal,
E907,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to lightning,,
E908,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to cataclysmic storms and floods resulting from storms,,
E9080,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to cataclysmic storms and floods resulting from storms,Hurricane,
E9081,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to cataclysmic storms and floods resulting from storms,Tornado,
E9082,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to cataclysmic storms and floods resulting from storms,Floods,
E9083,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to cataclysmic storms and floods resulting from storms,Blizzard (snow) (ice),
E9084,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to cataclysmic storms and floods resulting from storms,Dust storm,
E9088,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to cataclysmic storms and floods resulting from storms,Other cataclysmic storms,
E9089,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to cataclysmic storms and floods resulting from storms,"Unspecified cataclysmic storms, and floods resulting from storms",
E909,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to cataclysmic earth surface movements and eruptions,,
E9090,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to cataclysmic earth surface movements and eruptions,Earthquakes,
E9091,Supplementary Classification Of External Causes Of Injury And Poisoning,Accidents Due To Natural And Environmental Factors,Accident due to cataclysmic earth surface movements and eruptions,Volcanic eruptions,
