code,description_1,description_2,description_3,description_4
881,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray Of Abdomen,
8811,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray Of Abdomen,Pelvic Opaque Dye Contrast Radiography
8812,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray Of Abdomen,Pelvic Gas Contrast Radiography
8813,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray Of Abdomen,Other Peritoneal Pneumogram
8814,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray Of Abdomen,Retroperitoneal Fistulogram
8815,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray Of Abdomen,Retroperitoneal Pneumogram
8816,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray Of Abdomen,Other Retroperitoneal X-Ray
8819,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray Of Abdomen,Other X-Ray Of Abdomen
882,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Skeletal X-Ray Of Extremities And Pelvis,
8821,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Skeletal X-Ray Of Extremities And Pelvis,Skeletal X-Ray Of Shoulder And Upper Arm
8822,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Skeletal X-Ray Of Extremities And Pelvis,Skeletal X-Ray Of Elbow And Forearm
8823,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Skeletal X-Ray Of Extremities And Pelvis,Skeletal X-Ray Of Wrist And Hand
8824,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Skeletal X-Ray Of Extremities And Pelvis,"Skeletal X-Ray Of Upper Limb, Not Otherwise Specified"
8825,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Skeletal X-Ray Of Extremities And Pelvis,Pelvimetry
8826,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Skeletal X-Ray Of Extremities And Pelvis,Other Skeletal X-Ray Of Pelvis And Hip
8827,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Skeletal X-Ray Of Extremities And Pelvis,"Skeletal X-Ray Of Thigh, Knee, And Lower Leg"
8828,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Skeletal X-Ray Of Extremities And Pelvis,Skeletal X-Ray Of Ankle And Foot
8829,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Skeletal X-Ray Of Extremities And Pelvis,"Skeletal X-Ray Of Lower Limb, Not Otherwise Specified"
883,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray,
8831,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray,Skeletal Series
8832,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray,Contrast Arthrogram
8833,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray,Other Skeletal X-Ray
8834,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray,Lymphangiogram Of Upper Limb
8835,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray,Other Soft Tissue X-Ray Of Upper Limb
8836,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray,Lymphangiogram Of Lower Limb
8837,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray,Other Soft Tissue X-Ray Of Lower Limb
8838,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray,Other Computerized Axial Tomography
8839,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other X-Ray,"X-Ray, Other And Unspecified"
884,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Arteriography Using Contrast Material,
8840,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Arteriography Using Contrast Material,"Arteriography Using Contrast Material, Unspecified Site"
8841,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Arteriography Using Contrast Material,Arteriography Of Cerebral Arteries
8842,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Arteriography Using Contrast Material,Aortography
8843,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Arteriography Using Contrast Material,Arteriography Of Pulmonary Arteries
8844,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Arteriography Using Contrast Material,Arteriography Of Other Intrathoracic Vessels
8845,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Arteriography Using Contrast Material,Arteriography Of Renal Arteries
8846,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Arteriography Using Contrast Material,Arteriography Of Placenta
8847,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Arteriography Using Contrast Material,Arteriography Of Other Intra-Abdominal Arteries
8848,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Arteriography Using Contrast Material,Arteriography Of Femoral And Other Lower Extremity Arteries
8849,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Arteriography Using Contrast Material,Arteriography Of Other Specified Sites
885,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Angiocardiography Using Contrast Material,
8850,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Angiocardiography Using Contrast Material,"Angiocardiography, Not Otherwise Specified"
8851,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Angiocardiography Using Contrast Material,Angiocardiography Of Venae Cavae
8852,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Angiocardiography Using Contrast Material,Angiocardiography Of Right Heart Structures
8853,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Angiocardiography Using Contrast Material,Angiocardiography Of Left Heart Structures
8854,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Angiocardiography Using Contrast Material,Combined Right And Left Heart Angiocardiography
8855,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Angiocardiography Using Contrast Material,Coronary Arteriography Using A Single Catheter
8856,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Angiocardiography Using Contrast Material,Coronary Arteriography Using Two Catheters
8857,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Angiocardiography Using Contrast Material,Other And Unspecified Coronary Arteriography
8858,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Angiocardiography Using Contrast Material,Negative-Contrast Cardiac Roentgenography
8859,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Angiocardiography Using Contrast Material,Intra-Operative Fluorescence Vascular Angiography
886,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Phlebography,
8860,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Phlebography,"Phlebography Using Contrast Material, Unspecified Site"
8861,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Phlebography,Phlebography Of Veins Of Head And Neck Using Contrast Material
8862,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Phlebography,Phlebography Of Pulmonary Veins Using Contrast Material
8863,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Phlebography,Phlebography Of Other Intrathoracic Veins Using Contrast Material
8864,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Phlebography,Phlebography Of The Portal Venous System Using Contrast Material
8865,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Phlebography,Phlebography Of Other Intra-Abdominal Veins Using Contrast Material
8866,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Phlebography,Phlebography Of Femoral And Other Lower Extremity Veins Using Contrast Material
8867,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Phlebography,Phlebography Of Other Specified Sites Using Contrast Material
8868,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Phlebography,Impedance Phlebography
887,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Diagnostic Ultrasound,
8871,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Diagnostic Ultrasound,Diagnostic Ultrasound Of Head And Neck
8872,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Diagnostic Ultrasound,Diagnostic Ultrasound Of Heart
8873,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Diagnostic Ultrasound,Diagnostic Ultrasound Of Other Sites Of Thorax
8874,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Diagnostic Ultrasound,Diagnostic Ultrasound Of Digestive System
8875,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Diagnostic Ultrasound,Diagnostic Ultrasound Of Urinary System
8876,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Diagnostic Ultrasound,Diagnostic Ultrasound Of Abdomen And Retroperitoneum
8877,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Diagnostic Ultrasound,Diagnostic Ultrasound Of Peripheral Vascular System
8878,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Diagnostic Ultrasound,Diagnostic Ultrasound Of Gravid Uterus
8879,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Diagnostic Ultrasound,Other Diagnostic Ultrasound
888,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Thermography,
8881,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Thermography,Cerebral Thermography
8882,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Thermography,Ocular Thermography
8883,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Thermography,Bone Thermography
8884,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Thermography,Muscle Thermography
8885,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Thermography,Breast Thermography
8886,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Thermography,Blood Vessel Thermography
8889,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Thermography,Thermography Of Other Sites
889,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other Diagnostic Imaging,
8890,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other Diagnostic Imaging,"Diagnostic Imaging, Not Elsewhere Classified"
8891,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other Diagnostic Imaging,Magnetic Resonance Imaging Of Brain And Brain Stem
8892,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other Diagnostic Imaging,Magnetic Resonance Imaging Of Chest And Myocardium
8893,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other Diagnostic Imaging,Magnetic Resonance Imaging Of Spinal Canal
8894,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other Diagnostic Imaging,Magnetic Resonance Imaging Of Musculoskeletal
8895,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other Diagnostic Imaging,"Magnetic Resonance Imaging Of Pelvis, Prostate, And Bladder"
8896,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other Diagnostic Imaging,Other Intraoperative Magnetic Resonance Imaging
8897,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other Diagnostic Imaging,Magnetic Resonance Imaging Of Other And Unspecified Sites
8898,Miscellaneous Diagnostic And Therapeutic Procedures,Other Diagnostic Radiology And Related Techniques,Other Diagnostic Imaging,Bone Mineral Density Studies
89,Miscellaneous Diagnostic And Therapeutic Procedures,"Interview, Evaluation, Consultation, And Examination",,
890,Miscellaneous Diagnostic And Therapeutic Procedures,"Interview, Evaluation, Consultation, And Examination","Diagnostic Interview, Consultation, And Evaluation",
8901,Miscellaneous Diagnostic And Therapeutic Procedures,"Interview, Evaluation, Consultation, And Examination","Diagnostic Interview, Consultation, And Evaluation","Interview And Evaluation, Described As Brief"
